30 0.00000000 0.99161028 15.95283294 46
30 0.00000000 0.99105974 22.46717834 70
30 0.00000000 0.99015942 25.38725162 80
30 0.00000000 0.99140259 18.90849209 56
30 0.00000000 0.99063725 31.26828766 109
30 0.00000000 0.99108340 24.77909422 87
30 0.00000000 0.99099777 18.88763714 56
30 0.00000000 0.99336135 14.17127633 41
30 0.00000000 0.99015168 47.30309367 176
30 0.00000000 0.99018340 14.18292451 42
30 0.00000000 0.99179797 18.28854656 55
30 0.00000000 0.99009802 26.88278055 98
30 0.00000000 0.99541921 14.60555768 43
30 0.00000000 0.99003712 22.36728668 73
30 0.00000000 0.99018896 23.73102427 82
30 0.00000000 0.99001661 22.11538720 85
30 0.00000000 0.99257282 14.37786865 43
30 0.00000000 0.99080854 21.21949172 73
30 0.00000000 0.99001337 29.86332154 117
30 0.00000000 0.99066684 17.41843915 52
30 0.00000000 0.99357451 15.91493440 47
30 0.00000000 0.99062023 25.60622621 87
30 0.00000000 0.99022663 24.73652530 84
30 0.00000000 0.99004573 48.94068933 176
30 0.00000000 0.99099934 22.12146258 76
30 0.00000000 0.99085760 18.81696272 61
30 0.00000000 0.99041909 50.19914722 177
30 0.00000000 0.99483955 15.63722897 47
30 0.00000000 0.99046739 25.08281970 88
30 0.00000000 0.99372982 21.02525616 64
30 0.00000000 0.99079381 22.39016151 84
30 0.00000000 0.99000284 19.31647658 59
30 0.00000000 0.99105207 18.49173546 55
30 0.00000000 0.99042815 28.16718435 105
30 0.00000000 0.99005757 38.82393599 166
30 0.00000000 0.99036416 21.73089671 78
30 0.00000000 0.99071009 17.98501086 61
30 0.00000000 0.99026054 40.17190766 159
30 0.00000000 0.99125862 17.10877776 52
30 0.00000000 0.99019709 27.55065465 100
30 0.00000000 0.99076636 12.85715628 38
30 0.00000000 0.99183157 16.50741124 50
30 0.00000000 0.99167044 34.71317744 115
30 0.00000000 0.99001520 16.54658461 50
30 0.00000000 0.99071954 35.13965392 132
30 0.00000000 0.99042645 26.63112736 101
30 0.00000000 0.99172624 23.90151334 78
30 0.00000000 0.99300972 20.59423113 64
30 0.00000000 0.99007875 18.08068490 54
30 0.00000000 0.99001875 25.94200635 91
