40 0.00000000 0.99451875 17.30037761 43
40 0.00000000 0.99374964 14.26820469 35
40 0.00000000 0.99223877 23.39975595 57
40 0.00000000 0.99211613 22.86557317 63
40 0.00000000 0.97924251 24.62044024 60
40 0.00000000 0.99795659 18.64570427 45
40 0.00000000 0.97376883 24.59418058 68
40 0.00000000 0.99369461 19.20668888 49
40 0.00000000 0.99217105 15.49173427 39
40 0.00000000 0.99081120 21.23081398 60
40 0.00000000 0.99019512 3.86567307 9
40 0.00000000 0.99330839 20.30847979 52
40 0.00000000 0.99000062 15.84109521 40
40 0.00000000 0.99190673 19.31892061 49
40 0.00000000 0.99200780 18.11001611 46
40 0.00000000 0.99277945 10.33776760 26
40 0.00000000 0.99031480 10.36628723 26
40 0.00000000 0.99262513 14.91203475 37
40 0.00000000 0.99249935 20.29382992 51
40 0.00000000 0.99172266 16.82026362 42
40 0.00000000 0.99531010 10.39741278 26
40 0.00000000 0.99829996 22.14015388 55
40 0.00000000 0.99111959 16.90495896 41
40 0.00000000 0.99135434 29.25691462 73
40 0.00000000 0.99595550 19.95188642 49
40 0.00000000 0.99443630 11.59144950 28
40 0.00000000 0.99164129 16.58952904 40
40 0.00000000 0.99301713 5.61602306 13
40 0.00000000 0.99447891 21.88044143 53
40 0.00000000 0.99122318 17.00685430 42
40 0.00000000 0.99018816 11.66697955 29
40 0.00000000 0.99058478 19.81220675 50
40 0.00000000 0.99000576 14.75337315 36
40 0.00000000 0.99198169 8.38784194 20
40 0.00000000 0.99030806 9.39472389 23
40 0.00000000 0.99253307 21.28248549 53
40 0.00000000 0.99034709 19.69616961 51
40 0.00000000 0.99166304 14.76052999 37
40 0.00000000 0.99027998 15.54261303 38
40 0.00000000 0.99022704 24.26670742 63
40 0.00000000 0.99553195 14.73060632 38
40 0.00000000 0.99023398 12.45211625 32
40 0.00000000 0.99199328 16.67978001 43
40 0.00000000 0.99219511 8.79526448 22
40 0.00000000 0.99158386 19.15376639 47
40 0.00000000 0.99519099 17.77335763 42
40 0.00000000 0.99274629 15.76948905 39
40 0.00000000 0.99056248 23.49514151 71
40 0.00000000 0.99312355 15.58560419 38
40 0.00000000 0.99097242 17.56792736 43
