20 1.00000000 0.99177417 4.82329822 24
20 1.00000000 0.99371838 3.23552942 12
20 1.00000000 0.99021995 2.99229360 11
20 1.00000000 0.99330667 2.29726768 8
20 1.00000000 0.90810150 25.03709507 118
20 1.00000000 0.99371756 3.41781330 13
20 1.00000000 0.99027755 2.74980521 10
20 1.00000000 0.99013486 3.96620369 16
20 1.00000000 0.97319271 38.11075354 162
20 1.00000000 0.99024264 4.36158895 24
25 1.00000000 0.99026611 6.30565953 21
25 1.00000000 0.94278522 131.22160172 446
25 1.00000000 0.94284099 68.18351674 247
25 1.00000000 0.93123908 186.69144678 640
25 1.00000000 0.99186939 9.74837446 45
25 1.00000000 0.93131646 128.34875512 459
25 1.00000000 0.99013075 7.86424661 39
25 1.00000000 0.94277801 80.10721636 288
25 1.00000000 0.94279238 73.05789447 257
25 1.00000000 0.94360817 168.97717524 576
30 1.00000000 0.96505546 123.63192391 376
30 1.00000000 0.96502122 200.95379257 608
30 1.00000000 0.96505343 196.83333492 599
30 1.00000000 0.96503650 49.80185437 163
30 1.00000000 0.96505884 158.55751419 495
30 1.00000000 0.96124060 167.27600503 512
30 1.00000000 0.96507595 226.71142721 691
30 1.00000000 0.97087502 194.52613187 588
30 1.00000000 0.97286116 256.17498350 755
30 1.00000000 0.96501877 62.69136715 199
35 1.00000000 0.97674744 261.72081423 701
35 1.00000000 0.97673858 328.14274645 867
35 1.00000000 0.97675297 250.23276424 664
35 1.00000000 0.97665723 273.21238947 738
35 1.00000000 0.96483787 190.63611770 513
35 1.00000000 0.97674913 203.95761704 541
35 1.00000000 0.97678552 158.40392113 431
35 1.00000000 0.97674580 193.48080301 511
35 1.00000000 0.97832957 171.28676367 465
35 1.00000000 0.97671892 90.03452444 241
40 1.00000000 0.96872800 602.29506326 1427
40 1.00000000 0.98369927 428.52279234 1024
40 1.00000000 0.98367957 440.11924243 1067
40 1.00000000 0.98590009 258.37586808 606
40 1.00000000 0.98445509 396.86205220 942
40 1.00000000 0.98555248 455.17263722 1058
40 1.00000000 0.98365010 340.84442806 818
40 1.00000000 0.98369537 361.55227590 852
40 1.00000000 0.98366649 368.73987436 862
40 1.00000000 0.98194695 351.52169514 836
45 1.00000000 0.98046661 697.87321496 1405
45 1.00000000 0.98365915 571.81501913 1173
45 1.00000000 0.98835259 591.87116861 1237
45 1.00000000 0.98757276 553.39016271 1144
45 1.00000000 0.98893076 521.57446337 1080
45 1.00000000 0.98882699 341.18765211 730
45 1.00000000 0.99001378 147.31940961 320
45 1.00000000 0.98417216 393.36136293 805
45 1.00000000 0.98823564 331.75812984 702
45 1.00000000 0.99010435 63.96010017 166
